Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Dugnutt, B.",YKW,10,0,0,3,0,0,0,0,0,0,0,0,6,14
"Knurtsson, K.",YKW,8,0,0,0,0,0,0,0,0,0,0,0,6,14
"Taylor, C.",YKW,8,0,0,0,0,0,0,0,0,0,0,0,6,14
"Bakshi, S.",YKW,7,0,0,1,0,0,0,0,0,0,0,0,6,14
"Selich, A.",YKW,5,0,2,1,0,0,0,0,0,0,0,0,6,14
"Jefferson IV, J.",YKW,4,0,0,1,1,0,0,0,0,0,0,0,6,14
"Snuggles, J.",YKW,4,0,0,2,0,0,0,0,0,0,0,0,6,14
"Cox, P.",YKW,3,2,0,0,0,0,0,1,1,0,0,0,6,14
"Skinner, Z.",YKW,3,0,0,0,0,0,0,0,0,0,0,0,6,14
"Steve, R.",YKW,3,0,0,0,0,0,0,0,0,0,0,0,6,14
"Foster, W.",YKW,1,0,0,0,0,0,0,0,0,0,0,0,6,14
"Lejune, L.",COL,9,0,0,1,0,0,0,0,0,0,0,0,6,14
"Ludvig, O.",COL,6,0,0,1,0,0,0,0,0,0,0,0,6,14
"Montgomery, B.",COL,6,0,0,1,1,0,0,0,0,0,0,0,6,14
"Tillman, M.",COL,5,0,1,1,1,0,0,0,0,0,0,0,6,14
"McBrain, S.",COL,4,0,0,0,0,0,0,0,0,0,0,0,6,14
"Towers, J.",COL,4,0,0,0,0,0,0,0,0,0,0,0,6,14
"Sachs, J.",COL,3,0,0,0,0,0,0,0,0,0,0,0,6,14
"Bagwell, N.",COL,2,2,0,0,0,0,0,0,0,0,0,0,6,14
"Marrett, O.",COL,2,1,0,0,0,0,0,0,0,0,0,0,6,14
"McCoy, C.",COL,1,0,0,1,0,0,0,0,0,0,0,0,6,14
"Wrong, O.",COL,1,1,0,0,0,0,0,0,0,0,0,0,6,14
