Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"L'Alto, V.",BAL,6,76,12.7,27,1,3,12
"Valentine, V.",BAL,6,68,11.3,19,0,3,12
"Nagasawa, Y.",BAL,4,57,14.2,34,0,3,12
"Taylor, O.",BAL,4,25,6.2,8,0,3,12
"Maddox, E.",BAL,2,13,6.5,8,0,3,12
"Harp, D.",BAL,2,11,5.5,6,0,3,12
"Summer, A.",BAL,2,11,5.5,6,0,3,12
"Crush, C.",OCO,7,85,12.1,39,0,3,12
"Adams, R.",OCO,6,52,8.7,20,1,3,12
"Sunnycursed, N.",OCO,5,104,20.8,39,0,3,12
"Atwell, T.",OCO,3,35,11.7,22,0,3,12
"Zephyrous, S.",OCO,3,18,6,11,0,3,12
"Helanen, T.",OCO,2,28,14,19,0,3,12
