Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Andres, J.",NO,2,6,0,0,7,7
"Ory, K.",NO,1,15,5,0,7,7
"Reigns, J.",NO,1,5,0,0,7,7
"Armstrong, L.",NO,0,0,6,0,7,7
"Bolden, B.",NO,0,0,4,0,7,7
"Roll, J.",NO,0,0,4,0,7,7
"Ruffins, K.",NO,0,0,3,0,7,7
"O'Sullivan, C.",NO,0,0,2,0,7,7
"Savea, A.",NO,0,0,1,0,7,7
"Kroetch, D.",PHI,2,24,0,0,7,7
"Lee, J.",PHI,2,22,0,0,7,7
"Tyler, J.",PHI,1,9,10,0,7,7
"Hayes, R.",PHI,1,5,7,0,7,7
"Filmore, M.",PHI,1,5,4,0,7,7
"Bagwell, N.",PHI,1,15,0,0,7,7
"Bush, C.",PHI,1,5,0,0,7,7
"Davidson, D.",PHI,1,5,0,0,7,7
"North, F.",PHI,1,5,0,0,7,7
"Arthur, C.",PHI,0,0,7,0,7,7
"Van Buren, M.",PHI,0,0,7,0,7,7
"DiMirio, P.",PHI,0,0,4,0,7,7
