Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Brown, M.",PHI,1,5,2,0,6,12
"Felix, L.",PHI,1,15,0,0,6,12
"Marchand, J.",PHI,1,5,0,0,6,12
"Robertson, A.",PHI,1,5,0,0,6,12
"Tyler, J.",PHI,1,5,0,0,6,12
"Arthur, C.",PHI,0,0,3,0,6,12
"Hayes, R.",PHI,0,0,3,0,6,12
"Fillmore, M.",PHI,0,0,2,0,6,12
"Van Buren, M.",PHI,0,0,2,0,6,12
"Guard, L.",COL,2,10,3,0,6,12
"Grau, M.",COL,2,10,1,0,6,12
"Centre, S.",COL,1,5,7,0,6,12
"Sachs, J.",COL,1,4,0,0,6,12
"Chipmunk, A.",COL,1,10,0,0,6,12
"Marrett, O.",COL,1,1,0,0,6,12
"Pierno, N.",COL,1,10,0,0,6,12
"Guard, R.",COL,0,0,5,0,6,12
"Tackle, L.",COL,0,0,3,0,6,12
"Cansino, D.",COL,0,0,1,0,6,12
"Tackle, R.",COL,0,0,1,0,6,12
