Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Dissector, U.",NO,12,0,1,0,0,0,0,0,0,0,0,0,9,23
"Bode, Q.",NO,9,0,1,0,0,0,0,0,0,0,0,0,9,23
"Hexagon, L.",NO,9,0,0,0,0,0,0,0,0,0,0,0,9,23
"Witten, A.",NO,7,0,1,0,0,0,0,0,0,0,0,0,9,23
"Adams, X.",NO,6,0,0,1,0,0,0,0,0,0,0,0,9,23
"Tu'inukuafe, B.",NO,6,2,2,0,0,0,0,0,0,0,0,0,9,23
"Blaylock, M.",NO,4,0,2,0,0,0,0,0,0,0,0,0,9,23
"Rector, D.",NO,4,0,0,1,0,0,0,0,0,0,0,0,9,23
"Rikiya, M.",NO,4,0,0,0,0,0,0,0,0,1,0,0,9,23
"Steel, H.",NO,1,0,0,0,0,0,0,1,0,0,0,0,9,23
"Francisco, S.",NO,0,0,0,0,0,0,0,0,1,0,0,0,9,23
"Marston, J.",BAL,9,0,0,0,0,0,0,1,0,0,0,0,9,23
"Taffy, T.",BAL,7,3,1,0,0,0,0,0,0,0,0,0,9,23
"De Ville, D.",BAL,6,0,1,1,0,0,0,0,0,0,0,0,9,23
"Kennedy, D.",BAL,6,0,0,0,0,0,0,0,0,0,0,0,9,23
"Riley, C.",BAL,6,0,0,0,0,0,0,0,0,0,0,0,9,23
"Avery, E.",BAL,4,0,0,1,0,0,0,0,0,0,0,0,9,23
"Stackinpaper, B.",BAL,4,0,0,0,0,0,0,0,0,0,0,0,9,23
"Green, W.",BAL,3,0,1,0,0,0,0,0,0,0,0,0,9,23
"Montain, T.",BAL,3,0,0,0,0,0,0,0,0,0,0,0,9,23
"Nikko, G.",BAL,3,0,0,0,0,0,0,0,0,0,0,0,9,23
"Annastesia, N.",BAL,1,0,0,0,0,0,0,0,0,0,0,0,9,23
"Bean, S.",BAL,1,0,0,0,0,0,0,0,0,0,0,0,9,23
"Hole, M.",BAL,1,1,0,0,0,0,0,0,0,0,0,0,9,23
"Sinclair, Q.",BAL,0,0,0,1,0,0,0,0,0,0,0,0,9,23
"Steele, R.",BAL,0,0,0,0,0,0,0,0,1,0,0,0,9,23
