Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Horne, B.",BAL,10,0,1,1/0,1,0,0,0,"[0, 0, 0]"
"Asipi III, A.",BAL,8,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Acho, M.",BAL,7,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Baldari, F.",BAL,4,2,1,0/0,0,0,0,0,"[0, 0, 0]"
"Green, W.",BAL,4,0,1,0/0,1,1,0,0,"[0, 0, 0]"
"Jimbo, D.",BAL,4,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Terim, F.",BAL,3,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Troyski, X.",BAL,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Poopsie, D.",BAL,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Harris, B.",BAL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Hobbs, J.",BAL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Berry, M.",COL,10,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Purchase, L.",COL,9,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Gabagool, T.",COL,8,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bacon, T.",COL,7,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Lejune, L.",COL,6,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Parker, P.",COL,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Knurtsson, K.",COL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sinclair, Q.",COL,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Ocewilder, S.",COL,2,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sachs, J.",COL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Thumper, B.",COL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Taffy, T.",COL,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
