Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Saint, J.",COL,11,0,0,0,0,0,0,0,0,0,0,0,4,7
"Danger, D.",COL,10,0,1,0,0,0,0,0,0,0,0,0,4,7
"Ishigawa, H.",COL,10,0,2,1,0,0,0,0,0,0,0,0,4,7
"LeFevre, R.",COL,5,1,1,0,0,0,0,0,0,0,0,0,4,7
"Bly Jr., A.",COL,5,0,0,0,0,0,0,0,0,0,0,0,4,7
"Pierno, N.",COL,4,0,2,0,0,0,0,0,0,0,0,0,4,7
"Sandoval, A.",COL,3,0,1,0,0,0,0,0,0,0,0,0,4,7
"Sandoval, R.",COL,2,0,1,0,0,0,0,0,0,0,0,0,4,7
"Gustavsson, E.",COL,1,1,0,0,0,0,0,0,0,0,0,0,4,7
"Ruckus, B.",COL,1,0,0,0,0,0,0,0,0,0,0,0,4,7
"Joyce, S.",COL,0,0,0,0,0,0,0,0,1,0,0,0,4,7
"Nuck, B.",COL,0,0,0,0,0,0,0,0,1,0,0,0,4,7
"Tillman, M.",COL,0,0,0,1,0,0,0,0,0,0,0,0,4,7
"Sharpei, V.",SJS,12,0,1,0,0,0,0,1,0,0,0,0,4,7
"Lewith, T.",SJS,8,0,0,0,0,0,0,0,0,0,0,0,4,7
"Okonkwo, C.",SJS,7,3,1,0,0,0,0,0,0,0,0,0,4,7
"Canton, J.",SJS,5,0,0,0,0,0,0,0,0,0,0,0,4,7
"Miller, D.",SJS,5,0,0,0,0,0,0,1,0,0,0,0,4,7
"Hansen, A.",SJS,4,0,0,2,1,0,0,0,0,0,0,0,4,7
"Joshua, C.",SJS,4,0,0,0,0,0,0,0,0,0,0,0,4,7
"Kane III, T.",SJS,4,0,1,1,0,0,0,0,0,0,0,0,4,7
"Bayley, B.",SJS,3,0,0,1,1,0,0,0,0,0,0,0,4,7
"Brill, J.",SJS,2,0,2,0,0,0,0,0,0,0,0,0,4,7
"Chambers III, C.",SJS,2,0,1,0,0,0,0,0,0,0,0,0,4,7
