Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Grithead, D.",OCO,10,0,0,0,0,0,0,0,0,0,0,0,7,12
"Ramero, R.",OCO,9,0,0,0,0,0,0,0,0,0,0,0,7,12
"Enchant, E.",OCO,8,0,0,4,2,0,1,0,0,0,0,0,7,12
"Brown, M.",OCO,7,0,0,0,0,0,0,0,0,0,0,0,7,12
"Spector, M.",OCO,6,0,0,0,0,0,0,0,0,0,0,0,7,12
"Broxton, J.",OCO,4,0,0,0,0,0,0,0,0,0,0,0,7,12
"Rice, J.",OCO,3,0,0,0,0,0,0,0,0,0,0,0,7,12
"Bagwell, N.",OCO,2,1,0,0,0,0,0,0,0,0,0,0,7,12
"Winchester, A.",OCO,2,0,0,0,0,0,0,0,0,0,0,0,7,12
"Clegane, G.",OCO,1,0,1,0,0,0,0,0,0,0,0,0,7,12
"Sierra, R.",OCO,1,0,0,0,0,0,0,0,0,0,0,0,7,12
"Hobbs, S.",AZ,10,0,0,0,0,0,0,0,0,0,0,0,7,12
"Selich, A.",AZ,10,0,1,0,0,0,0,0,0,0,0,0,7,12
"Earl, B.",AZ,7,0,0,0,0,0,0,0,0,0,0,0,7,12
"Morris, D.",AZ,7,0,0,0,0,0,0,0,0,0,0,0,7,12
"Barnes, B.",AZ,5,0,0,1,1,0,1,0,0,0,0,0,7,12
"David, M.",AZ,5,0,2,0,0,0,0,0,0,0,0,0,7,12
"Dwyer, J.",AZ,5,0,0,0,0,0,0,0,0,0,0,0,7,12
"Mughes, H.",AZ,2,0,0,0,0,0,0,0,0,0,0,0,7,12
"Medved, E.",AZ,1,0,0,0,0,0,0,0,0,0,0,0,7,12
