Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Brown, M.",OCO,13,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Broxton, J.",OCO,11,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Winchester, A.",OCO,9,0,1,1/0,1,0,0,0,"[0, 0, 0]"
"Spector, M.",OCO,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Enchant, E.",OCO,6,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Bavitz, I.",OCO,4,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Clegane, G.",OCO,4,0,3,0/0,0,0,0,0,"[0, 0, 0]"
"King, J.",OCO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sierra, R.",OCO,3,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Fitzfatrick, R.",OCO,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Mills, B.",NO,8,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Sharpei, V.",NO,8,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Harrison, W.",NO,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Bayley, B.",NO,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Fyodorovich, V.",NO,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Askins, J.",NO,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"King, G.",NO,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"O'Sullivan, J.",NO,2,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Wozy, F.",NO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Oakes, B.",NO,1,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Smallwood, D.",NO,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
