Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Kane, M.",YKW,9,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Lavelle, D.",YKW,8,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Carter, P.",YKW,7,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Ridley, W.",YKW,7,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Hardrool, C.",YKW,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Tiernan, L.",YKW,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Blade, B.",YKW,2,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Maddox, R.",YKW,2,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Taylor, C.",YKW,2,0,0,0/0,0,0,0,0,"[0, 1, 0]"
"Wozy, F.",YKW,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Harrison, S.",BAL,11,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Delacour, A.",BAL,7,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Turner, D.",BAL,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Valentine, V.",BAL,7,0,0,0/1,0,0,0,0,"[0, 0, 0]"
"Fletcher, G.",BAL,6,1,0,0/0,1,0,0,0,"[0, 0, 0]"
"Broadway, E.",BAL,5,0,1,1/0,1,0,0,0,"[0, 0, 0]"
"Dam, D.",BAL,2,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kyubee, S.",BAL,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Metas, B.",BAL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
