Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Spector, M.",OCO,7,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Winchester, A.",OCO,7,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Atwell, T.",OCO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sierra, R.",OCO,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"King, J.",OCO,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Enchant, E.",OCO,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"O'Sullivan, J.",OCO,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Bavitz, I.",OCO,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Clegane, G.",OCO,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Hendrix, M.",PHI,13,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Tucker, P.",PHI,11,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Flock, R.",PHI,8,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Marmeladov, V.",PHI,6,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Rove, C.",PHI,6,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Cushing, K.",PHI,5,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Kamaka, E.",PHI,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Lee, J.",PHI,4,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Davidson, D.",PHI,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"King, G.",PHI,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
