Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Centre, S.",COL,1,10,3,0,1,24
"Guard, L.",COL,0,0,5,0,1,24
"Tackle, L.",COL,0,0,5,0,1,24
"Sauce, E.",COL,0,0,4,0,1,24
"Thruster, D.",COL,0,0,3,0,1,24
"Guard, R.",COL,0,0,2,0,1,24
"Owens, A.",COL,0,0,2,0,1,24
"Gilbert, R.",COL,0,0,1,0,1,24
"Ahstreet, C.",CHI,1,10,0,0,1,24
"Oles JR, T.",CHI,1,15,0,0,1,24
"Richards, E.",CHI,1,5,0,0,1,24
"Works, S.",CHI,1,15,0,0,1,24
"Tucker Jr., P.",CHI,0,0,3,1,1,24
"Gelbman, T.",CHI,0,0,3,0,1,24
"Bayley Jr., B.",CHI,0,0,2,0,1,24
"Hayes, V.",CHI,0,0,2,0,1,24
"LaFleur, F.",CHI,0,0,2,0,1,24
"Lesnar, B.",CHI,0,0,2,0,1,24
