Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Pennington, C.",YKW,6,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Hendrix, M.",YKW,6,0,1,1/0,4,0,0,0,"[0, 0, 0]"
"Carter, P.",YKW,5,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Hardrool, C.",YKW,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lavelle, D.",YKW,5,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Taylor, C.",YKW,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Tweed, B.",YKW,5,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Maddox, R.",YKW,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Skinner, Z.",YKW,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kane, M.",YKW,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Tuck, J.",YKW,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Mills, B.",NO,13,0,1,0/0,3,0,0,0,"[0, 0, 0]"
"Oakes, B.",NO,9,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"O'Sullivan, J.",NO,7,0,0,1/0,2,0,0,0,"[0, 0, 0]"
"Fyodorovich, V.",NO,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Sharpei, V.",NO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Askins, J.",NO,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Wozy, F.",NO,4,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bayley, B.",NO,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Harrison, W.",NO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Andres, J.",NO,2,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"King, G.",NO,2,0,0,0/1,0,0,0,0,"[0, 0, 0]"
"Maximus III, B.",NO,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
