Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Pest, T.",SJS,1,7,2,0,2,18
"Johnson, R.",SJS,1,15,1,0,2,18
"Burr-Kirven, J.",SJS,1,10,0,0,2,18
"Methane, D.",SJS,1,5,0,0,2,18
"Wright, D.",SJS,1,5,0,0,2,18
"Dodggy, B.",SJS,0,0,6,0,2,18
"Bot, B.",SJS,0,0,3,0,2,18
"Pancake, P.",SJS,0,0,2,1,2,18
"Toriki, M.",SJS,0,0,2,1,2,18
"Lee, B.",SJS,0,0,2,0,2,18
"Olsen, C.",SJS,0,0,1,0,2,18
"Ofyourlove, S.",NO,1,5,1,1,2,18
"Ulysses, B.",NO,1,5,1,0,2,18
"Ironside, B.",NO,1,5,0,0,2,18
"Jackson, A.",NO,1,10,0,0,2,18
"Kassel, T.",NO,1,10,0,0,2,18
"Rector, D.",NO,1,15,0,0,2,18
"Runner26, Z.",NO,1,5,0,0,2,18
"ABR, S.",NO,0,0,4,0,2,18
"Brew, S.",NO,0,0,4,0,2,18
"Room, W.",NO,0,0,4,0,2,18
"Gump, F.",NO,0,0,3,0,2,18
"Kwemen, K.",NO,0,0,1,0,2,18
