Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Harp, D.",BAL,7,52,7.4,12,0,12,10
"Willie, T.",BAL,6,96,16,32,0,12,10
"Taylor, O.",BAL,5,25,5,10,1,12,10
"L'Alto, V.",BAL,5,21,4.2,8,0,12,10
"Browning, B.",BAL,3,101,33.7,54,0,12,10
"Bush, C.",BAL,3,60,20,35,1,12,10
"Valentine, V.",BAL,1,10,10,10,0,12,10
"Flash, X.",SJS,6,116,19.3,29,0,12,10
"Oles, K.",SJS,6,89,14.8,27,1,12,10
"Weston, S.",SJS,4,77,19.2,49,2,12,10
"Brannigan, Z.",SJS,4,31,7.8,12,0,12,10
"Tuck Jr., T.",SJS,2,14,7,8,0,12,10
"Lagerfield, E.",SJS,2,8,4,6,0,12,10
