Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Fulton, W.",LV,11,0,0,0,0,0,0,0,0,0,0,0,7,4
"Stropko, B.",LV,7,0,0,0,0,0,0,0,0,0,0,0,7,4
"Bot, B.",LV,6,2,1,0,0,0,0,0,0,0,0,0,7,4
"Maddox, S.",LV,6,0,0,0,0,0,0,0,0,0,0,0,7,4
"Oakes, B.",LV,6,0,0,1,1,0,0,0,0,0,0,0,7,4
"Carter, P.",LV,5,0,0,1,1,0,0,0,0,0,0,0,7,4
"Cox, V.",LV,5,0,2,0,0,0,0,0,0,0,0,0,7,4
"Morgan, L.",LV,4,0,0,0,0,0,0,0,0,0,0,0,7,4
"Flimjollywop, S.",LV,3,0,1,0,0,0,0,0,0,0,0,0,7,4
"Saginaw, A.",LV,3,1,0,0,0,0,0,0,0,0,0,0,7,4
"Shoate, T.",LV,3,0,0,2,1,0,0,0,0,0,0,0,7,4
"Cox, J.",LV,2,0,0,0,0,0,0,0,0,0,0,0,7,4
"Bot, S.",LV,0,0,0,0,0,0,0,0,1,0,0,0,7,4
"Hendrix, M.",PHI,11,1,0,0,0,0,0,1,0,0,0,0,7,4
"Tucker, P.",PHI,8,4,0,0,0,0,0,0,0,0,0,0,7,4
"Marmeladov, V.",PHI,7,0,0,0,0,0,0,0,0,0,0,0,7,4
"Hackett, A.",PHI,6,0,0,0,0,0,0,0,0,0,0,0,7,4
"Ramrio, M.",PHI,6,4,0,0,0,0,0,0,0,0,0,0,7,4
"Kamaka, E.",PHI,5,0,0,0,0,0,0,0,0,0,0,0,7,4
"Cushing, K.",PHI,4,0,0,0,0,0,0,0,0,0,0,0,7,4
"Washington, L.",PHI,4,0,0,0,0,0,0,0,0,0,0,0,7,4
"Jefferson, L.",PHI,3,0,0,0,0,0,0,0,0,0,0,0,7,4
"Oles, T.",PHI,1,0,0,0,0,0,0,0,0,0,0,0,7,4
