Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Jensen, C.",AUS,11,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Edmond, H.",AUS,7,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Ridley, X.",AUS,6,0,0,0/0,2,1,0,1,"[0, 0, 0]"
"Bakshi, S.",AUS,3,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Lavelle Jr., D.",AUS,3,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Okura, T.",AUS,3,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Sexjoke, A.",AUS,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kuusela, G.",AUS,2,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Fassingit, H.",AUS,1,0,0,1/0,0,0,0,0,"[0, 0, 0]"
"Watkins, R.",AZ,11,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Morris, R.",AZ,9,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Wilf, G.",AZ,9,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Montgomery, B.",AZ,8,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Horne, B.",AZ,6,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Scarlett, D.",AZ,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"McKinnie, L.",AZ,5,0,1,1/1,0,0,0,0,"[0, 0, 0]"
"Knight, L.",AZ,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Masters, S.",AZ,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Mughes, H.",AZ,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Culbertson, R.",AZ,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Ruff, R.",AZ,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
