Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Zephyrous, S.",OCO,8,45,5.6,8,0,5,10
"Crush, C.",OCO,7,84,12,34,0,5,10
"Westfield, B.",OCO,4,37,9.2,13,0,5,10
"Adams, R.",OCO,4,19,4.8,8,0,5,10
"Broxton, J.",OCO,3,57,19,29,0,5,10
"Spector, M.",OCO,1,22,22,22,0,5,10
"McPoyal, G.",YKW,7,92,13.1,47,0,5,10
"Atwell, T.",YKW,4,86,21.5,36,0,5,10
"Harris Jr., F.",YKW,3,22,7.3,14,0,5,10
"Gore, B.",YKW,3,18,6,12,0,5,10
"Kennedy, E.",YKW,2,65,32.5,33,0,5,10
"Lavelle, D.",YKW,1,22,22,22,0,5,10
"Rainey, R.",YKW,1,-1,-1,0,0,5,10
