Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Probincrux III, D.",SJS,1,5,3,0,12,8
"Joshua, C.",SJS,1,15,0,0,12,8
"Tacktheritrix, J.",SJS,0,0,10,0,12,8
"McKoutchie, M.",SJS,0,0,4,1,12,8
"Rucker, F.",SJS,0,0,3,0,12,8
"Tuck Jr., T.",SJS,0,0,3,0,12,8
"Diaz, D.",SJS,0,0,2,1,12,8
"Jahelpme, H.",SJS,0,0,2,0,12,8
"Bolden, B.",NO,2,10,5,0,12,8
"Ruffins, K.",NO,1,10,4,0,12,8
"Verns, D.",NO,1,5,0,0,12,8
"Ory, K.",NO,0,0,2,1,12,8
"Armstrong, L.",NO,0,0,2,0,12,8
"Roll, J.",NO,0,0,2,0,12,8
"DiMirio, P.",NO,0,0,1,0,12,8
"Savea, A.",NO,0,0,1,0,12,8
"Smallwood, D.",NO,0,0,0,1,12,8
