Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Hackett, A.",SJS,10,0,0,2,0,0,0,0,0,0,0,0,1,2
"Selich, A.",SJS,8,0,1,1,0,0,0,1,0,0,0,0,1,2
"Parker, N.",SJS,7,0,1,1,0,0,0,0,0,0,0,0,1,2
"Canton, J.",SJS,5,0,0,3,1,0,1,0,0,0,0,0,1,2
"Hardrool, C.",SJS,5,0,1,0,0,0,0,0,0,0,0,0,1,2
"Newman, X.",SJS,5,0,0,2,0,0,0,0,0,0,0,0,1,2
"Charlton, E.",SJS,3,2,0,0,0,0,0,0,0,0,0,0,1,2
"Miller, D.",SJS,2,0,1,0,0,0,0,0,0,0,0,0,1,2
"Okonkwo, C.",SJS,2,2,0,0,0,0,0,0,0,0,0,0,1,2
"Brill, J.",SJS,1,0,0,0,0,0,0,0,0,0,0,0,1,2
"Washington, L.",PHI,9,0,0,0,0,0,0,0,0,0,0,0,1,2
"Jefferson, L.",PHI,8,0,0,1,1,0,0,0,0,0,0,0,1,2
"Devitt, R.",PHI,6,1,0,0,0,0,0,0,0,0,0,0,1,2
"Krimlaw, A.",PHI,6,2,0,1,0,0,0,0,0,0,0,0,1,2
"Maric, D.",PHI,6,0,0,0,0,0,0,0,0,0,0,0,1,2
"Tucker, P.",PHI,6,1,0,0,0,0,0,0,0,0,0,0,1,2
"Oles, T.",PHI,5,0,0,0,0,0,0,0,0,0,0,0,1,2
"Marmeladov, V.",PHI,3,0,0,0,0,0,0,0,0,0,0,0,1,2
"Von Gerhardt, O.",PHI,3,2,0,0,0,0,0,0,0,0,0,0,1,2
"Davidson, D.",PHI,2,0,0,0,0,0,0,0,0,0,0,0,1,2
"O'Sullivan, K.",PHI,2,0,0,0,0,0,0,0,0,0,0,0,1,2
"DiMirio, P.",PHI,0,0,0,0,0,0,0,0,1,0,0,0,1,2
