Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Hardrool, C.",SJS,2,20,0,0,1,2
"Yates, J.",SJS,1,15,3,0,1,2
"Stephen, W.",SJS,1,5,0,0,1,2
"Longshaw, B.",SJS,0,0,9,0,1,2
"Bottles, B.",SJS,0,0,2,0,1,2
"Sharp, B.",SJS,0,0,2,0,1,2
"Sharpei, V.",SJS,0,0,2,0,1,2
"Bigboy9, Z.",SJS,0,0,1,0,1,2
"Von Gerhardt, O.",PHI,2,15,0,0,1,2
"DiMirio, P.",PHI,1,5,1,0,1,2
"Madlad, B.",PHI,1,10,1,0,1,2
"O'Sullivan, K.",PHI,1,5,0,0,1,2
"Danvers, J.",PHI,0,0,3,0,1,2
"Bennett, A.",PHI,0,0,2,0,1,2
"Hendrix, M.",PHI,0,0,1,1,1,2
"J, J.",PHI,0,0,0,1,1,2
