Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Bigby, L.",BAL,1,12,1,0,7,16
"Steele, R.",BAL,0,0,6,0,7,16
"Jeremy, R.",BAL,0,0,2,0,7,16
"Star, L.",BAL,0,0,2,0,7,16
"Diggler, D.",BAL,0,0,1,0,7,16
"Grey, S.",BAL,0,0,1,0,7,16
"L'Alto, V.",BAL,0,0,1,0,7,16
"Jimbo, D.",BAL,0,0,0,1,7,16
"Bishop, J.",COL,2,10,0,0,7,16
"Knurtsson, K.",COL,2,25,0,0,7,16
"Palmer, J.",COL,1,15,2,0,7,16
"Crane, F.",COL,1,10,0,0,7,16
"LaMelllana, S.",COL,1,10,0,0,7,16
"Marrett, O.",COL,1,5,0,0,7,16
"McDummy, W.",COL,1,10,0,0,7,16
"Taffy, T.",COL,1,5,0,0,7,16
"Guard, L.",COL,0,0,8,0,7,16
"Tackle, L.",COL,0,0,7,2,7,16
"Tackle, R.",COL,0,0,5,1,7,16
"Guard, R.",COL,0,0,4,0,7,16
"Centre, S.",COL,0,0,2,0,7,16
"Carrasco, T.",COL,0,0,1,0,7,16
"Crindy, B.",COL,0,0,1,0,7,16
"Grau, M.",COL,0,0,1,0,7,16
