Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Krause, M.",SJS,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Cloudera, Y.",SJS,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Fisher, G.",SJS,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Stein, P.",SJS,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bass, L.",SJS,3,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Brackenridge, T.",SJS,3,0,1,0/0,2,0,0,0,"[0, 0, 0]"
"Lanier, B.",SJS,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Oles JR, T.",SJS,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Allen, O.",SJS,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"PickSix, H.",SJS,2,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Biggums, T.",OCO,11,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Joestar, J.",OCO,11,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Deck, I.",OCO,8,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Vegeta, P.",OCO,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bob, B.",OCO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Abernathy, K.",OCO,4,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Eagle, R.",OCO,3,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Ocewilder, S.",OCO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Beerus, L.",OCO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Jones, D.",OCO,2,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Wheezer, C.",OCO,2,1,1,0/0,0,0,0,0,"[0, 0, 0]"
