Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Jones, D.",OCO,11,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Dream, K.",OCO,6,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Abernathy, K.",OCO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Boucher, B.",OCO,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Grievous, L.",OCO,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Biggums, T.",OCO,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Eagle, R.",OCO,2,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Edd, B.",OCO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Vegeta, P.",OCO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lattimer, A.",OCO,1,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Skarsgard, T.",OCO,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Gabagool, T.",COL,11,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Scott, R.",COL,11,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Berry, M.",COL,7,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Kirkby, T.",COL,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Blackstone, I.",COL,5,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Parker, P.",COL,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Uchiha, L.",COL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Purchase, L.",COL,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Thumper, B.",COL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Magic, M.",COL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sanchez, I.",COL,1,1,0,0/0,0,0,0,0,"[0, 0, 0]"
