Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Clegane, G.",OCO,1,5,3,0,14,3
"Jenkins, L.",OCO,1,5,1,0,14,3
"O'Sullivan, J.",OCO,1,5,0,0,14,3
"Westfield, B.",OCO,1,10,0,0,14,3
"Hamilton, C.",OCO,0,0,4,1,14,3
"Ferguson, D.",OCO,0,0,3,2,14,3
"Wright Jr, G.",OCO,0,0,3,0,14,3
"Madlad, B.",OCO,0,0,2,0,14,3
"Winchester, A.",OCO,0,0,2,0,14,3
"Cook, B.",YKW,2,10,0,0,14,3
"James, M.",YKW,1,10,2,0,14,3
"Björnsson, B.",YKW,1,15,0,0,14,3
"Fulton, W.",YKW,1,5,0,0,14,3
"Kane, M.",YKW,1,5,0,0,14,3
"Lavelle, D.",YKW,1,3,0,0,14,3
"Tiernan, L.",YKW,1,5,0,0,14,3
"Rodriguez, B.",YKW,0,0,4,0,14,3
"Akselsen, M.",YKW,0,0,3,1,14,3
"Lamoreux, F.",YKW,0,0,3,1,14,3
"Floggity, J.",YKW,0,0,2,0,14,3
"Askins, J.",YKW,0,0,1,0,14,3
"Bigboy17, Z.",YKW,0,0,1,0,14,3
"Nuck, B.",YKW,0,0,1,0,14,3
"Kennedy, E.",YKW,0,0,0,1,14,3
