Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Brannigan, Z.",SJS,3,28,9.3,21,0,14,11
"Flash, X.",SJS,2,32,16,26,0,14,11
"Orosz, C.",SJS,2,21,10.5,15,0,14,11
"Oles, K.",SJS,2,17,8.5,10,0,14,11
"Weston, S.",SJS,2,17,8.5,9,0,14,11
"Canton, J.",SJS,2,8,4,6,0,14,11
"Tuck Jr., T.",SJS,1,8,8,8,0,14,11
"Riddick, D.",SJS,1,4,4,4,0,14,11
"Crindy, B.",AZ,7,61,8.7,10,0,14,11
"Squanch, V.",AZ,5,104,20.8,42,2,14,11
"Morris, D.",AZ,5,60,12,19,1,14,11
"Browning, B.",AZ,3,32,10.7,16,0,14,11
"Strike, L.",AZ,1,17,17,17,0,14,11
"Mackworthy, R.",AZ,1,6,6,6,0,14,11
"Wachter, J.",AZ,1,3,3,3,0,14,11
