Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Olsen, C.",SJS,1,12,1,0,11,18
"Batoff, R.",SJS,1,7,0,0,11,18
"Wozniak, J.",SJS,1,5,0,0,11,18
"Pest, T.",SJS,0,0,10,0,11,18
"Johnson, R.",SJS,0,0,6,0,11,18
"Dodggy, B.",SJS,0,0,4,0,11,18
"Lee, B.",SJS,0,0,3,0,11,18
"Pancake, P.",SJS,0,0,1,0,11,18
"Toriki, M.",SJS,0,0,1,0,11,18
"Harp, D.",CHI,1,2,1,0,11,18
"Utler, J.",CHI,1,5,1,0,11,18
"Hondo, A.",CHI,1,10,0,0,11,18
"Sandburg, C.",CHI,0,0,5,0,11,18
"Ford Lalatina, D.",CHI,0,0,4,0,11,18
"177013, G.",CHI,0,0,3,1,11,18
"Brown, M.",CHI,0,0,2,0,11,18
"Bright, C.",CHI,0,0,1,0,11,18
"Danielsson, A.",CHI,0,0,1,0,11,18
"Gordon, B.",CHI,0,0,1,0,11,18
