Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Blockerman, F.",AUS,2,10,0,0,7,19
"Howyanow, W.",AUS,1,5,0,0,7,19
"A'Moderateamount, L.",AUS,0,0,7,0,7,19
"A'Little, L.",AUS,0,0,6,0,7,19
"A'Ton, L.",AUS,0,0,5,1,7,19
"Beaver-Dantes, E.",AUS,0,0,4,0,7,19
"A'Barelyanything, L.",AUS,0,0,2,0,7,19
"Mendonca, M.",AUS,0,0,2,0,7,19
"Larson, P.",AUS,0,0,1,0,7,19
"Runner26, Z.",AUS,0,0,1,0,7,19
"Ruff, R.",AZ,2,10,1,0,7,19
"Masters, S.",AZ,1,5,0,0,7,19
"Montgomery, B.",AZ,1,5,0,0,7,19
"Unk, J.",AZ,0,0,6,0,7,19
"Rash, T.",AZ,0,0,5,0,7,19
"Arbage, G.",AZ,0,0,4,0,7,19
"Aste, W.",AZ,0,0,3,0,7,19
"Irving, J.",AZ,0,0,3,0,7,19
"Kwemen, K.",AZ,0,0,1,0,7,19
