Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Grithead, D.",YKW,8,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Leonard, M.",YKW,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kroustis, G.",YKW,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Leaf Jr., R.",YKW,6,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Hornbacher, A.",YKW,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Alexander, N.",YKW,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Snuggles, J.",YKW,3,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Uchiha, L.",YKW,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Clark, T.",YKW,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lewis, L.",YKW,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Smyles, L.",YKW,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Selich, A.",YKW,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Virtanen, M.",YKW,1,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Grievous, L.",OCO,8,0,2,0/0,3,0,0,0,"[0, 0, 0]"
"Biggums, T.",OCO,6,0,1,0/0,1,1,0,0,"[0, 0, 0]"
"Lattimer, A.",OCO,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Skarsgard, T.",OCO,6,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Schneider, D.",OCO,4,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Showbiz, G.",OCO,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Mbanefo, K.",OCO,3,1,0,1/1,0,0,0,0,"[0, 0, 0]"
"Storm, J.",OCO,3,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Abernathy, K.",OCO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Salami, T.",OCO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
