Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Saint, J.",COL,7,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,1
"Cox, V.",COL,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,1
"Fulton, W.",COL,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,1
"Hayden, A.",COL,5,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,1,1
"McNoodle, M.",COL,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,1
"Marmeladov, V.",COL,4,0,0,1/0,0,0,0,0,0/0/0,0,0,0,0,1,1
"Bowden, M.",COL,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,1
"Teagarden, E.",COL,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,1
"Carter, P.",COL,2,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,1,1
"Mills, R.",COL,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,1
"Nasher, W.",COL,1,0,1,0/0,0,0,1,0,0/0/0,0,0,0,0,1,1
"Wozy, F.",COL,1,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,1
"Delacour, A.",BAL,9,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,1
"Hendrix, K.",BAL,9,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,1
"Harrison, S.",BAL,7,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,1,1
"Speed, D.",BAL,7,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,1,1
"Harris, F.",BAL,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,1
"Smith, M.",BAL,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,1
"Amir, A.",BAL,4,2,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,1
"Broadway, E.",BAL,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,1
"Al Mahrouqi, K.",BAL,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,1
"Peterson, M.",BAL,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,1
"Showcase, S.",BAL,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,1
"Lecavalier, R.",BAL,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,1,1
