Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Mills, B.",COL,8,0,0,1,1,0,0,0,0,0,0,0,11,13
"Tillman, M.",COL,7,0,1,1,1,0,1,0,0,0,0,0,11,13
"Hornbacher, A.",COL,6,0,0,2,1,0,0,0,0,0,0,0,11,13
"Montgomery, B.",COL,6,0,0,1,0,0,0,0,0,0,0,0,11,13
"Oakes, B.",COL,6,0,0,0,0,0,0,0,0,0,0,0,11,13
"Wrong, O.",COL,4,0,1,0,0,0,0,0,0,0,0,0,11,13
"Danger, D.",COL,3,0,0,0,0,0,0,0,0,0,0,0,11,13
"Sachs, J.",COL,3,0,1,0,0,0,0,0,0,0,0,0,11,13
"Lejune, L.",COL,2,0,1,4,0,0,0,0,0,0,0,0,11,13
"Marrett, O.",COL,2,0,1,0,0,0,0,0,0,0,0,0,11,13
"Brown, M.",OCO,12,0,1,0,0,0,0,0,0,0,0,0,11,13
"Broxton, J.",OCO,7,0,0,4,0,0,0,0,0,0,0,0,11,13
"Grithead, D.",OCO,7,0,0,0,0,0,0,0,0,0,0,0,11,13
"Ramero, R.",OCO,7,0,0,0,0,0,0,0,0,0,0,0,11,13
"Rice, J.",OCO,3,0,0,0,0,0,0,0,0,0,0,0,11,13
"Salami, T.",OCO,3,2,0,0,0,0,0,0,0,0,0,0,11,13
"Spector, M.",OCO,3,0,0,0,0,0,0,0,0,0,0,0,11,13
"Bagwell, N.",OCO,2,0,0,0,0,0,0,0,0,0,0,0,11,13
"Skarsgard, T.",OCO,2,1,0,0,0,0,0,0,0,0,0,0,11,13
"Bly Jr., A.",OCO,1,0,0,0,0,0,0,0,0,0,0,0,11,13
