Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Jenkins, L.",OCO,1,5,4,0,13,2
"McGinn, I.",OCO,1,15,0,0,13,2
"Sandoval, R.",OCO,1,5,0,0,13,2
"Spector, M.",OCO,1,10,0,0,13,2
"Verns, D.",OCO,1,5,0,0,13,2
"Clegane, G.",OCO,0,0,5,0,13,2
"Winchester, A.",OCO,0,0,4,0,13,2
"Ferguson, D.",OCO,0,0,3,0,13,2
"Finkenlarkin, S.",OCO,0,0,2,0,13,2
"Hamilton, C.",OCO,0,0,2,0,13,2
"Bowers Jr, V.",OCO,0,0,1,0,13,2
"Davidson, J.",OCO,0,0,1,0,13,2
"Wright Jr, G.",OCO,0,0,1,0,13,2
"Reyes, R.",BAL,2,10,0,0,13,2
"Sanderson, J.",BAL,2,14,0,0,13,2
"Kyubee, S.",BAL,1,10,0,0,13,2
"Masvidal, J.",BAL,1,5,0,0,13,2
"Metas, B.",BAL,1,5,0,0,13,2
"Vincent, M.",BAL,1,5,0,0,13,2
"Pancake, P.",BAL,0,0,6,2,13,2
"Stone, W.",BAL,0,0,4,1,13,2
"Blocksdale, A.",BAL,0,0,3,1,13,2
"Lee, B.",BAL,0,0,3,0,13,2
"Koch, D.",BAL,0,0,2,0,13,2
"Piper, W.",BAL,0,0,1,0,13,2
