Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Bolden, B.",NO,1,15,1,1,14,7
"Cox, J.",NO,1,15,0,0,14,7
"Tomlinson, A.",NO,1,15,0,0,14,7
"Ruffins, K.",NO,0,0,7,0,14,7
"Ory, K.",NO,0,0,5,1,14,7
"Roll, J.",NO,0,0,3,4,14,7
"Savea, A.",NO,0,0,3,0,14,7
"Armstrong, L.",NO,0,0,1,1,14,7
"O'Sullivan, C.",NO,0,0,1,0,14,7
"Dwyer, J.",AZ,2,15,0,0,14,7
"Robotman, C.",AZ,1,5,1,0,14,7
"Christmas, C.",AZ,1,5,0,0,14,7
"Davis, A.",AZ,1,5,0,0,14,7
"Floggity, J.",AZ,1,5,0,0,14,7
"Medved, E.",AZ,1,5,0,0,14,7
"Wright, O.",AZ,1,15,0,0,14,7
"Robotman, D.",AZ,0,0,4,1,14,7
"Robotman, E.",AZ,0,0,4,0,14,7
"Robotman, A.",AZ,0,0,2,1,14,7
"Robotman, B.",AZ,0,0,1,0,14,7
