Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Bot, S.",LV,1,5,2,0,3,4
"Bot, B.",LV,1,5,0,0,3,4
"Cox, V.",LV,1,5,0,0,3,4
"Fulton, W.",LV,1,15,0,0,3,4
"Oakes, B.",LV,1,5,0,0,3,4
"Saginaw, A.",LV,1,5,0,0,3,4
"Stropko, B.",LV,1,15,0,0,3,4
"Tenzini, G.",LV,1,10,0,0,3,4
"Gomez, S.",LV,0,0,6,0,3,4
"Khan, S.",LV,0,0,3,1,3,4
"Heel, A.",LV,0,0,3,0,3,4
"Samurai, B.",LV,0,0,2,0,3,4
"Savea, A.",LV,0,0,2,0,3,4
"Tanner, C.",LV,0,0,2,0,3,4
"Rchon, A.",YKW,1,5,3,0,3,4
"Fitzfatrick, R.",YKW,1,5,0,0,3,4
"Amper, T.",YKW,0,0,6,0,3,4
"Pooky, S.",YKW,0,0,4,0,3,4
"Mushing, M.",YKW,0,0,3,0,3,4
"Ones, B.",YKW,0,0,3,0,3,4
"Askins, J.",YKW,0,0,2,0,3,4
"Kennedy, E.",YKW,0,0,2,0,3,4
"Nuck, B.",YKW,0,0,1,0,3,4
