Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Mango-Panda, H.",SAR,9,0,0,0,0,0,0,0,0,0,0,0,6,23
"Nkiah, J.",SAR,9,0,0,2,0,0,0,0,0,0,0,0,6,23
"Dillmiballs, F.",SAR,6,0,1,1,0,0,0,0,0,0,0,0,6,23
"Clemente, C.",SAR,5,0,1,0,0,0,0,0,0,0,0,0,6,23
"d'Alcott, R.",SAR,5,0,0,1,0,0,0,0,0,0,0,0,6,23
"Goku, S.",SAR,5,1,1,0,0,0,0,0,0,0,0,0,6,23
"Ocewilder, S.",SAR,5,0,0,0,0,0,0,0,0,0,0,0,6,23
"Andrews, J.",SAR,4,0,0,0,0,0,0,0,0,0,0,0,6,23
"Karpaasi, M.",SAR,4,0,1,0,0,1,0,0,0,0,0,0,6,23
"Beat, N.",SAR,3,0,1,0,0,0,0,0,0,0,0,0,6,23
"Knight, L.",SAR,2,0,0,1,0,0,0,0,0,0,0,0,6,23
"Arianlacher, M.",HON,10,0,0,0,0,0,0,0,0,0,0,0,6,23
"Kackpoo, H.",HON,9,0,2,0,0,0,0,0,0,0,0,0,6,23
"Banks, J.",HON,7,0,0,2,0,0,0,0,0,0,0,0,6,23
"Dawkins, S.",HON,5,0,0,0,0,0,0,0,0,0,0,0,6,23
"Thornton, B.",HON,5,0,0,0,0,0,0,0,0,0,0,0,6,23
"Waters, J.",HON,5,0,0,1,0,0,0,0,0,0,0,0,6,23
"Kearse, J.",HON,4,1,1,0,0,0,0,0,0,0,0,0,6,23
"Culbertson, R.",HON,3,0,0,0,0,0,0,0,0,0,0,0,6,23
"Keiki-KÄne, M.",HON,3,0,0,0,0,0,0,0,0,0,0,0,6,23
"Moreno, V.",HON,2,0,0,2,0,0,0,0,0,0,0,0,6,23
"Noble Jr., L.",HON,2,0,0,0,0,0,0,0,0,0,0,0,6,23
