Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Lee, J.",ARI,5,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Luechly, L.",ARI,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Davis, A.",ARI,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Flock, R.",ARI,4,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Tuck, J.",ARI,4,2,1,0/0,0,0,0,0,"[0, 0, 0]"
"Williams, J.",ARI,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Dam, D.",ARI,3,0,2,1/1,0,0,0,0,"[0, 0, 0]"
"Ernston, H.",ARI,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Rashad, I.",ARI,3,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Asipi, A.",ARI,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"King, G.",ARI,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Harris, F.",OCO,11,0,2,0/0,1,0,0,0,"[0, 0, 0]"
"Verns, D.",OCO,8,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Spector, M.",OCO,6,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Bavitz, I.",OCO,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"McGinn, I.",OCO,4,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Petrakis, A.",OCO,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Thor, L.",OCO,4,3,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kronen, R.",OCO,3,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Reigns, J.",OCO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sandoval, R.",OCO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Tomlinson, A.",OCO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
