Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Flock, R.",PHI,1,15,0,0,14,7
"Hendrix, K.",PHI,1,15,0,0,14,7
"Tucker, P.",PHI,1,5,0,0,14,7
"Tyler, J.",PHI,0,0,6,0,14,7
"Arthur, C.",PHI,0,0,5,1,14,7
"Filmore, M.",PHI,0,0,2,0,14,7
"Bush, C.",PHI,0,0,1,0,14,7
"Hayes, R.",PHI,0,0,1,0,14,7
"Kroetch, D.",PHI,0,0,1,0,14,7
"Van Buren, M.",PHI,0,0,1,0,14,7
"Amper, T.",YKW,1,5,4,1,14,7
"Pooky, S.",YKW,1,5,2,0,14,7
"Mushing, M.",YKW,0,0,4,1,14,7
"Ones, B.",YKW,0,0,3,0,14,7
"Rchon, A.",YKW,0,0,2,0,14,7
"Harris Jr., F.",YKW,0,0,1,0,14,7
