Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Sly, G.",COL,11,1,0,1,0,0,0,0,0,0,0,0,8,24
"Gabagool, T.",COL,6,0,1,0,0,0,0,0,0,0,0,0,8,24
"Thumper, B.",COL,6,0,2,0,0,0,0,0,0,0,0,0,8,24
"Stephens, W.",COL,5,0,1,0,0,0,0,0,0,0,0,0,8,24
"Purchase, L.",COL,4,0,0,0,0,0,0,0,0,0,0,0,8,24
"Kirkby, T.",COL,3,0,0,1,0,0,0,0,0,0,0,0,8,24
"Parker, P.",COL,3,0,1,0,0,0,0,0,0,0,0,0,8,24
"Scott, R.",COL,3,0,0,1,0,0,0,0,0,0,0,0,8,24
"Blackstone, I.",COL,2,2,0,0,0,0,0,0,0,0,0,0,8,24
"de Pengu, A.",COL,1,1,0,0,0,0,0,0,0,0,0,0,8,24
"Arianlacher, M.",HON,14,1,0,0,0,0,0,0,0,0,0,0,8,24
"Kearse, J.",HON,9,3,1,0,0,0,0,0,0,0,0,0,8,24
"Waters, J.",HON,9,0,0,1,0,0,0,0,0,0,0,0,8,24
"Dawkins, S.",HON,8,0,0,0,0,0,0,0,0,0,0,0,8,24
"Banks, J.",HON,6,0,0,2,0,0,0,0,0,0,0,0,8,24
"Kackpoo, H.",HON,6,0,0,1,0,0,0,0,0,0,0,0,8,24
"Noble Jr., L.",HON,5,0,1,0,0,0,0,0,0,0,0,0,8,24
"Thornton, B.",HON,4,0,0,0,0,0,0,0,0,0,0,0,8,24
"Montain, A.",HON,3,2,0,0,0,0,0,0,0,0,0,0,8,24
"Jackson, R.",HON,1,0,0,1,0,0,0,0,0,0,0,0,8,24
"Ka'ana'ana, B.",HON,1,0,0,0,0,0,0,0,0,0,0,0,8,24
