Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Asipi Jr., A.",AZ,2,10,0,0,6,7
"Robotman, B.",AZ,1,5,3,0,6,7
"Booter, F.",AZ,1,5,0,0,6,7
"Davis, A.",AZ,1,15,0,0,6,7
"Dwyer, J.",AZ,1,5,0,0,6,7
"Waiters, A.",AZ,1,15,0,0,6,7
"Robotman, A.",AZ,0,0,5,0,6,7
"Robotman, D.",AZ,0,0,4,0,6,7
"Robotman, C.",AZ,0,0,1,1,6,7
"Robotman, E.",AZ,0,0,1,1,6,7
"Wright, O.",AZ,0,0,1,0,6,7
"Kennedy, E.",YKW,1,14,0,0,6,7
"Mushing, M.",YKW,0,0,8,0,6,7
"Ones, B.",YKW,0,0,8,0,6,7
"Pooky, S.",YKW,0,0,6,0,6,7
"Amper, T.",YKW,0,0,5,0,6,7
"Harris Jr., F.",YKW,0,0,3,0,6,7
"McPoyal, G.",YKW,0,0,3,0,6,7
"Milan, C.",YKW,0,0,2,0,6,7
"Rchon, A.",YKW,0,0,2,0,6,7
"Rainey, R.",YKW,0,0,1,0,6,7
