Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Thruster, D.",COL,1,5,4,0,8,25
"Robertoswki, G.",COL,1,5,3,0,8,25
"Guard, L.",COL,0,0,6,0,8,25
"Batista, D.",COL,0,0,3,0,8,25
"Gilbert, R.",COL,0,0,3,0,8,25
"Guard, R.",COL,0,0,3,0,8,25
"Centre, S.",COL,0,0,2,0,8,25
"Magic, M.",COL,0,0,2,0,8,25
"Sauce, E.",COL,0,0,2,0,8,25
"Williams, D.",COL,0,0,1,0,8,25
"Fassingit, H.",AUS,1,15,5,0,8,25
"Saurus, S.",AUS,1,5,4,0,8,25
"Saurus, A.",AUS,1,5,3,0,8,25
"Arianlacher, M.",AUS,1,15,0,0,8,25
"Claxton, S.",AUS,1,13,0,0,8,25
"Gaines, N.",AUS,1,5,0,0,8,25
"Montain, T.",AUS,1,5,0,0,8,25
"Bakhtiari, S.",AUS,0,0,3,0,8,25
"Saurus, B.",AUS,0,0,2,0,8,25
"Jones, K.",AUS,0,0,0,1,8,25
"Larson, P.",AUS,0,0,0,1,8,25
