Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Jensen, R.",PHI,1,14,0,0,14,2
"Washington, L.",PHI,1,15,0,0,14,2
"Boyd, M.",PHI,0,0,7,0,14,2
"Hendrix, M.",PHI,0,0,4,1,14,2
"Danvers, J.",PHI,0,0,3,1,14,2
"Dodggy, B.",PHI,0,0,1,1,14,2
"DiMirio, P.",PHI,0,0,1,0,14,2
"Wright, O.",PHI,0,0,1,0,14,2
"Newman, M.",PHI,0,0,0,1,14,2
"Miller, D.",SJS,3,7,0,0,14,2
"Canton, J.",SJS,1,5,0,0,14,2
"Hardrool, C.",SJS,1,10,0,0,14,2
"Okonkwo, C.",SJS,1,5,0,0,14,2
"Yates, J.",SJS,0,0,5,0,14,2
"Brownce, B.",SJS,0,0,4,1,14,2
"Sharpei, V.",SJS,0,0,4,1,14,2
"Sharp, B.",SJS,0,0,3,0,14,2
"Longshaw, B.",SJS,0,0,1,1,14,2
"Durden, J.",SJS,0,0,1,0,14,2
