Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Skinner, Z.",YKW,2,15,0,0,4,16
"Swift, N.",YKW,1,5,0,0,4,16
"Rchonsucks, A.",YKW,0,0,7,1,4,16
"Mushing, M.",YKW,0,0,5,0,4,16
"Pooky, S.",YKW,0,0,4,0,4,16
"Ones, B.",YKW,0,0,3,0,4,16
"Amper, T.",YKW,0,0,2,0,4,16
"Marshall, M.",YKW,0,0,2,0,4,16
"Bohne, D.",PHI,2,20,0,0,4,16
"Hardshaft, R.",PHI,2,12,0,0,4,16
"Thomas, S.",PHI,1,5,0,0,4,16
"Arthur, C.",PHI,0,0,5,1,4,16
"Van Buren, M.",PHI,0,0,4,0,4,16
"Hank, F.",PHI,0,0,3,0,4,16
"Hayes, R.",PHI,0,0,2,1,4,16
"Brannigan, Z.",PHI,0,0,2,0,4,16
"Fillmore, M.",PHI,0,0,1,0,4,16
"Jones, V.",PHI,0,0,1,0,4,16
