Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Gabagool, T.",COL,12,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Stephens, W.",COL,9,1,1,0/0,1,0,0,0,"[0, 0, 0]"
"Blackstone, I.",COL,6,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"de Pengu, A.",COL,5,0,1,0/0,0,0,1,0,"[0, 0, 0]"
"Kirkby, T.",COL,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sly, G.",COL,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Parker, P.",COL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Scott, R.",COL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Purchase, L.",COL,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Thumper, B.",COL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Fisher, G.",SJS,13,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Brackenridge, T.",SJS,10,0,1,0/0,2,0,0,0,"[0, 0, 0]"
"Krause, M.",SJS,8,0,0,0/0,3,1,0,1,"[0, 0, 0]"
"Bass, L.",SJS,7,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lanier, B.",SJS,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Oles JR, T.",SJS,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Stein, P.",SJS,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Allen, O.",SJS,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Chestnut III, W.",SJS,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Cloudera, Y.",SJS,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"PickSix, H.",SJS,2,0,0,0/0,1,0,0,0,"[0, 0, 0]"
