Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Mills, B.",NO,9,0,0,0,0,0,0,0,0,0,0,0,8,11
"Bayley, B.",NO,7,0,0,0,0,0,0,0,0,0,0,0,8,11
"Keita, T.",NO,6,0,0,3,0,0,0,0,0,0,0,0,8,11
"Fyodorovich, V.",NO,5,0,0,0,0,0,0,0,0,0,0,0,8,11
"O'Sullivan, J.",NO,5,0,0,0,0,0,0,0,0,0,0,0,8,11
"Harrison, W.",NO,4,0,1,1,1,0,0,0,0,0,0,0,8,11
"Townsend, F.",NO,3,1,0,0,0,0,0,1,1,0,0,0,8,11
"Oakes, B.",NO,3,0,0,2,0,0,0,0,0,0,0,0,8,11
"Askins, J.",NO,2,0,0,0,0,0,0,0,0,0,0,0,8,11
"King, G.",NO,1,0,0,0,0,0,0,0,0,0,0,0,8,11
"Rax, L.",NO,1,0,0,0,0,0,0,0,0,0,0,0,8,11
"Becker, K.",PHI,10,0,0,3,0,0,0,0,0,0,0,0,8,11
"Cobalt, R.",PHI,8,0,0,1,1,0,0,0,0,0,0,0,8,11
"Bush, C.",PHI,7,0,0,1,0,0,0,0,0,0,0,0,8,11
"Robertson, A.",PHI,6,0,0,0,0,0,0,0,0,0,0,0,8,11
"Felix, L.",PHI,6,0,0,2,0,0,0,0,0,0,0,0,8,11
"Saul, C.",PHI,5,0,0,0,0,0,0,0,0,0,0,0,8,11
"Marchand, J.",PHI,5,2,0,0,0,0,0,0,0,0,0,0,8,11
"Garnett, L.",PHI,4,0,0,0,0,0,0,0,0,0,0,0,8,11
"Bly Jr., A.",PHI,4,0,0,1,0,0,0,0,0,0,0,0,8,11
"Kamaka, E.",PHI,4,0,1,0,0,0,0,0,0,0,0,0,8,11
"Weathers III, B.",PHI,4,2,2,0,0,0,0,1,1,0,0,0,8,11
