Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Grithead, D.",YKW,13,2,0,0/0,1,0,0,0,"[0, 0, 0]"
"Quaid, D.",YKW,8,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Hellzapoppin, J.",YKW,7,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Leonard, M.",YKW,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kroustis, G.",YKW,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Virtanen, M.",YKW,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Jensen, C.",YKW,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Money, P.",YKW,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Alexander, N.",YKW,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Snuggles, J.",YKW,1,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Berry, M.",COL,10,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Scott, R.",COL,8,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Gabagool, T.",COL,7,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Blackstone, I.",COL,5,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"Parker, P.",COL,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Kirkby, T.",COL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Thumper, B.",COL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Purchase, L.",COL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Uchiha, L.",COL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Magic, M.",COL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sanchez, I.",COL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
