Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Jones, S.",BER,10,0,1,1/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Vassallo, S.",BER,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Krause, M.",BER,6,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,13,25
"McCringleberry, H.",BER,6,0,1,0/0,1,1,0,1,0/0/0,0,0,0,0,13,25
"Richards, E.",BER,6,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Schell, A.",BER,6,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,13,25
"Quinn, A.",BER,4,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,13,25
"Blanco, B.",BER,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Miller II, C.",BER,3,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Steel, H.",BER,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Alexander, N.",YKW,7,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Quaid, D.",YKW,7,0,2,0/0,1,0,0,0,0/0/0,0,0,0,0,13,25
"Leonard, M.",YKW,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Hellzapoppin, J.",YKW,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Dookmarriot, L.",YKW,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,13,25
"Foster, D.",YKW,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Thomaslacher, B.",YKW,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,13,25
"Valdyr, M.",YKW,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Cho, J.",YKW,3,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Thebaw, S.",YKW,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Money, P.",YKW,1,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,13,25
"Vermillion, J.",YKW,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,13,25
