Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Pooky, S.",YKW,1,10,5,0,13,13
"Mushing, M.",YKW,1,5,3,0,13,13
"Foster, W.",YKW,1,15,0,0,13,13
"Amper, T.",YKW,0,0,7,0,13,13
"Wizardry, D.",YKW,0,0,2,1,13,13
"Ones, B.",YKW,0,0,1,0,13,13
"Pitcher, A.",YKW,0,0,1,0,13,13
"Rchon, A.",YKW,0,0,1,0,13,13
"Valentine, V.",BAL,2,15,0,0,13,13
"Diggler, D.",BAL,1,4,6,0,13,13
"Star, L.",BAL,1,5,1,0,13,13
"Morris, D.",BAL,1,5,0,0,13,13
"Jeremy, R.",BAL,0,0,9,1,13,13
"Steele, R.",BAL,0,0,8,0,13,13
"Grey, S.",BAL,0,0,2,0,13,13
"Harp, D.",BAL,0,0,1,0,13,13
"Trevor, C.",BAL,0,0,1,0,13,13
