Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Harris, C.",BAL,9,0,0,2,1,0,0,0,1,0,0,0,8,25
"De Ville, D.",BAL,8,0,0,0,0,0,0,0,1,0,0,0,8,25
"Green, W.",BAL,8,0,0,0,0,0,0,0,1,0,0,0,8,25
"Kennedy, D.",BAL,8,0,1,1,0,0,0,0,1,0,0,0,8,25
"Syracuse, I.",BAL,7,0,0,0,0,0,0,0,1,0,0,0,8,25
"Hole, M.",BAL,5,0,0,0,0,0,0,0,1,0,0,0,8,25
"Goodman, G.",BAL,4,2,0,0,0,0,0,0,1,0,0,0,8,25
"Avery, E.",BAL,3,0,0,1,0,0,0,0,1,0,0,0,8,25
"Keiki-Kane, M.",BAL,1,0,0,0,0,0,0,0,1,0,0,0,8,25
"Stackinpaper, B.",BAL,0,0,0,1,0,0,0,0,1,0,0,0,8,25
"Quin, A.",AZ,9,0,0,0,0,0,0,0,1,0,0,0,8,25
"Koniecpolski, S.",AZ,8,0,0,0,0,0,0,0,1,0,0,0,8,25
"Crunk, T.",AZ,6,0,0,0,0,0,0,0,1,0,0,0,8,25
"Jadakiss, D.",AZ,5,0,2,0,0,0,0,0,1,0,0,0,8,25
"Wilf, G.",AZ,5,0,2,1,0,0,0,0,1,0,0,0,8,25
"Kehla, Z.",AZ,4,0,0,1,0,0,0,0,1,0,0,0,8,25
"Masters, S.",AZ,3,0,0,0,0,0,0,0,1,0,0,0,8,25
"Scarlett, D.",AZ,3,0,0,0,0,0,0,0,1,0,0,0,8,25
"Miller, P.",AZ,2,2,0,0,0,0,0,0,1,0,0,0,8,25
"Noble Jr., L.",AZ,2,0,0,0,0,0,0,0,1,0,0,0,8,25
"Ryeu, S.",AZ,1,0,0,0,0,0,0,0,1,0,0,0,8,25
"Block, T.",AZ,0,0,0,0,0,0,0,0,1,0,0,0,8,25
