Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Quin, A.",AZ,13,0,0,0/0,1,1,0,1,0/0/0,0,0,0,0,12,25
"Wilf, G.",AZ,13,0,2,0/0,2,0,0,0,0/0/0,0,0,0,0,12,25
"Koniecpolski, S.",AZ,9,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Jadakiss, D.",AZ,7,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,12,25
"Crunk, T.",AZ,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Kehla, Z.",AZ,5,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Miller, P.",AZ,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Scarlett, D.",AZ,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,12,25
"Noble Jr., L.",AZ,2,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Masters, S.",AZ,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Fisher, G.",SJS,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Brackenridge, T.",SJS,5,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,12,25
"PickSix, H.",SJS,5,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,12,25
"Stein, P.",SJS,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Lanier, B.",SJS,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Allen, O.",SJS,3,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Hilliard, R.",SJS,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,12,25
"Vaughne, R.",SJS,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,12,25
"Bass, L.",SJS,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Cloudera, Y.",SJS,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
"Crowder, R.",SJS,2,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,12,25
