Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Evans, H.",AZ,6,35,5.8,8,0,12,25
"Donut, S.",AZ,4,42,10.5,16,1,12,25
"Passmann, T.",AZ,3,82,27.3,40,2,12,25
"Raimon, T.",AZ,2,58,29,40,0,12,25
"Raccoon, R.",AZ,2,30,15,15,0,12,25
"Hanyadi, M.",AZ,1,15,15,15,0,12,25
"Thorbjornsson, G.",AZ,1,5,5,5,0,12,25
"Thomas-Fox, D.",SJS,7,69,9.9,14,0,12,25
"George, D.",SJS,6,44,7.3,18,0,12,25
"Swift, N.",SJS,5,31,6.2,9,0,12,25
"Cardrissian, R.",SJS,3,34,11.3,21,0,12,25
"Hood, T.",SJS,2,16,8,10,0,12,25
"Lackson, J.",SJS,2,6,3,4,1,12,25
