Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Biggums, T.",OCO,14,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Joestar, J.",OCO,12,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Abernathy, K.",OCO,7,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,1,25
"Jones, D.",OCO,7,0,1,0/0,2,0,0,0,0/0/0,0,0,0,0,1,25
"Vegeta, P.",OCO,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Bob, B.",OCO,3,0,1,0/0,1,1,0,1,0/0/0,0,0,0,0,1,25
"Eagle, R.",OCO,3,1,2,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Beerus, L.",OCO,2,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,1,25
"Tank, G.",OCO,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Wheezer, C.",OCO,2,1,0,1/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Boucher, B.",OCO,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Bass, L.",SJS,7,2,1,0/0,1,0,0,0,0/0/0,0,0,0,0,1,25
"Stein, P.",SJS,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Brackenridge, T.",SJS,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Fisher, G.",SJS,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Hilliard, R.",SJS,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,1,25
"Allen, O.",SJS,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Crowder, R.",SJS,3,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"PickSix, H.",SJS,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,1,25
"Cloudera, Y.",SJS,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Vaughne, R.",SJS,2,0,0,0/0,2,1,0,0,0/0/0,0,0,0,0,1,25
"Bot, B.",SJS,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,1,25
