Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Browning, B.",AZ,6,124,20.7,68,2,4,5
"Law, C.",AZ,6,55,9.2,19,2,4,5
"Chess, C.",AZ,5,123,24.6,52,1,4,5
"Davis, A.",AZ,2,96,48,59,1,4,5
"Wright, O.",AZ,2,31,15.5,23,0,4,5
"Morris, D.",AZ,1,25,25,25,0,4,5
"West, D.",AZ,1,3,3,3,0,4,5
"Evans, D.",LV,7,150,21.4,39,0,4,5
"Booter, F.",LV,7,82,11.7,21,1,4,5
"Omega, K.",LV,4,29,7.2,12,0,4,5
"Baker, J.",LV,3,17,5.7,8,0,4,5
"O'Sullivan, C.",LV,2,19,9.5,13,0,4,5
"Savea, A.",LV,2,12,6,7,0,4,5
"Askins, J.",LV,2,5,2.5,4,1,4,5
"Tenzini, G.",LV,1,-1,-1,0,0,4,5
