Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"McPoyal, G.",YKW,7,82,11.7,34,1,11,12
"Pennington, B.",YKW,4,108,27,38,0,11,12
"Pitcher, A.",YKW,4,46,11.5,29,0,11,12
"Carrasco, T.",YKW,1,11,11,11,0,11,12
"Browning, B.",YKW,1,9,9,9,0,11,12
"Parker, J.",YKW,1,6,6,6,0,11,12
"Wizardry, D.",YKW,1,1,1,1,0,11,12
"L'Alto, V.",BAL,9,74,8.2,14,1,11,12
"Valentine, V.",BAL,4,96,24,41,0,11,12
"Nagasawa, Y.",BAL,3,24,8,12,0,11,12
"Harp, D.",BAL,3,20,6.7,8,0,11,12
"Taylor, O.",BAL,2,8,4,5,0,11,12
"Maddox, E.",BAL,1,24,24,24,0,11,12
"Summer, A.",BAL,1,1,1,1,0,11,12
