Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Pitcher, A.",YKW,1,5,1,0,11,12
"Browning, B.",YKW,1,5,0,0,11,12
"Pooky, S.",YKW,0,0,4,0,11,12
"Amper, T.",YKW,0,0,1,0,11,12
"Mushing, M.",YKW,0,0,1,0,11,12
"Ones, B.",YKW,0,0,1,0,11,12
"Nagasawa, Y.",BAL,1,10,0,0,11,12
"Arnold, D.",BAL,1,5,0,0,11,12
"Fletcher, G.",BAL,1,15,0,0,11,12
"Oats, S.",BAL,1,15,0,0,11,12
"Steele, R.",BAL,0,0,9,0,11,12
"Diggler, D.",BAL,0,0,7,0,11,12
"L'Alto, V.",BAL,0,0,6,1,11,12
"Star, L.",BAL,0,0,6,0,11,12
"Harp, D.",BAL,0,0,2,0,11,12
"Summer, A.",BAL,0,0,2,0,11,12
"Grey, S.",BAL,0,0,1,0,11,12
"Jeremy, R.",BAL,0,0,1,0,11,12
