Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Brown, M.",OCO,10,0,1,1,0,0,0,0,0,0,0,0,13,13
"Grithead, D.",OCO,10,0,0,0,0,0,0,1,1,0,0,0,13,13
"Bagwell, N.",OCO,6,0,2,0,0,0,0,0,0,0,0,0,13,13
"Ramero, R.",OCO,6,0,0,0,0,0,0,0,0,0,0,0,13,13
"Bly Jr., A.",OCO,4,0,0,2,0,0,0,0,0,0,0,0,13,13
"Broxton, J.",OCO,4,0,0,2,1,0,0,0,0,0,0,0,13,13
"Sierra, R.",OCO,3,0,0,0,0,0,0,0,0,0,0,0,13,13
"Rice, J.",OCO,2,0,0,0,0,0,0,0,0,0,0,0,13,13
"Skarsgard, T.",OCO,2,0,0,0,0,0,0,0,0,0,0,0,13,13
"Salami, T.",OCO,1,1,0,0,0,0,0,0,0,0,0,0,13,13
"Spector, M.",OCO,1,0,0,1,1,0,0,0,0,0,0,0,13,13
"Pennington, C.",SJS,13,0,0,0,0,0,0,0,0,0,0,0,13,13
"Tuck, J.",SJS,12,0,0,1,0,0,0,0,0,0,0,0,13,13
"Troyski, X.",SJS,8,0,0,0,0,0,0,0,0,0,0,0,13,13
"Poopsie, D.",SJS,5,0,0,2,0,0,0,0,0,0,0,0,13,13
"Deringer, K.",SJS,4,0,0,2,0,0,0,0,0,0,0,0,13,13
"Pennington, T.",SJS,4,0,0,1,0,0,0,0,0,0,0,0,13,13
"Horne, B.",SJS,3,1,0,0,0,0,0,0,0,0,0,0,13,13
"Staley, T.",SJS,3,0,0,0,0,0,0,0,0,0,0,0,13,13
"Tuck, J.",SJS,3,0,0,0,0,0,0,0,0,0,0,0,13,13
"Riposte, F.",SJS,1,0,0,0,0,0,0,0,0,0,0,0,13,13
