Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"De Ville, D.",BAL,11,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,10,25
"Syracuse, I.",BAL,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,10,25
"Avery, E.",BAL,5,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,10,25
"Harris, C.",BAL,5,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,10,25
"Green, W.",BAL,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,10,25
"Kennedy, D.",BAL,4,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,10,25
"Annastesia, N.",BAL,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,10,25
"Hole, M.",BAL,2,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,10,25
"Keiki-Kane, M.",BAL,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,10,25
"Stackinpaper, B.",BAL,2,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,10,25
"Fukushu, M.",BAL,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,10,25
"Domine, J.",CHI,8,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,10,25
"Shields, T.",CHI,8,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,10,25
"Hockhertz, M.",CHI,7,0,0,1/0,1,0,0,0,0/0/0,0,0,0,0,10,25
"Oles JR, T.",CHI,7,0,0,0/0,4,0,0,0,0/0/0,0,0,0,0,10,25
"Brooks, D.",CHI,5,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,10,25
"d'Alcott, R.",CHI,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,10,25
"Firestorm-Fjord, O.",CHI,5,0,0,0/0,4,1,0,0,0/0/0,0,0,0,0,10,25
"MacAndrew, H.",CHI,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,10,25
"Eller, A.",CHI,2,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,10,25
"Hayes, V.",CHI,2,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,10,25
"Smirh, J.",CHI,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,10,25
