Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"O'Leary, S.",CHI,8,119,14.9,25,3,8,25
"Scabbia, L.",CHI,3,53,17.7,21,1,8,25
"Rodriguez, B.",CHI,3,43,14.3,29,0,8,25
"Yoda, B.",CHI,3,31,10.3,26,0,8,25
"Gelbman, T.",CHI,2,22,11,11,0,8,25
"Tirtawidjaja, J.",CHI,2,4,2,3,0,8,25
"Barker, E.",NO,8,143,17.9,40,1,8,25
"McCormick, A.",NO,7,80,11.4,20,0,8,25
"Bodenhamer, B.",NO,3,68,22.7,35,1,8,25
"Gump, F.",NO,3,42,14,34,0,8,25
"Spencer, A.",NO,2,30,15,21,0,8,25
"Wolfcastle, R.",NO,2,16,8,9,0,8,25
"Toriki, M.",NO,2,9,4.5,7,0,8,25
