Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Miller, P.",AZ,1,5,0,0,4,24
"Golladay, C.",AZ,0,0,6,0,4,24
"Unk, J.",AZ,0,0,5,0,4,24
"Buckley, B.",AZ,0,0,3,0,4,24
"Jones, J.",AZ,0,0,2,0,4,24
"Block, T.",AZ,0,0,1,0,4,24
"Evans, H.",AZ,0,0,1,0,4,24
"Cardrissian, R.",SJS,1,15,1,1,4,24
"Brackenridge, T.",SJS,1,10,0,0,4,24
"Lanier, B.",SJS,1,10,0,0,4,24
"Pest, T.",SJS,0,0,8,1,4,24
"Lee, B.",SJS,0,0,3,0,4,24
"McDavid, L.",SJS,0,0,3,0,4,24
"Bot, B.",SJS,0,0,1,0,4,24
"Johnson, R.",SJS,0,0,1,0,4,24
"Pancake, P.",SJS,0,0,1,0,4,24
