Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Quaid, D.",YKW,8,0,2,0/0,1,0,0,0,"[0, 0, 0]"
"Hellzapoppin, J.",YKW,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Virtanen, M.",YKW,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Valdyr, M.",YKW,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Jensen, C.",YKW,4,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Leonard, M.",YKW,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Alexander, N.",YKW,3,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"Money, P.",YKW,3,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Snuggles, J.",YKW,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Cho, J.",YKW,2,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kroustis, G.",YKW,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Kennedy, D.",BAL,10,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Marston, J.",BAL,9,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"De Ville, D.",BAL,6,1,0,0/0,1,0,0,0,"[0, 0, 0]"
"Avery, E.",BAL,4,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Riley, C.",BAL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Stackinpaper, B.",BAL,4,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Green, W.",BAL,2,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Montain, T.",BAL,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Sinclair, Q.",BAL,0,0,0,0/0,1,0,0,0,"[0, 0, 0]"
