Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Lackson, J.",SJS,1,15,1,0,10,23
"Johnson, R.",SJS,0,0,5,0,10,23
"Bot, B.",SJS,0,0,4,0,10,23
"Lee, B.",SJS,0,0,4,0,10,23
"Pancake, P.",SJS,0,0,4,0,10,23
"Irving, J.",SJS,0,0,2,0,10,23
"Pest, T.",SJS,0,0,2,0,10,23
"Cardrissian, R.",SJS,0,0,1,0,10,23
"McDavid, L.",SJS,0,0,1,0,10,23
"Ahstreet, C.",CHI,1,5,3,0,10,23
"LaFleur, F.",CHI,1,5,2,0,10,23
"Vassallo, S.",CHI,1,15,0,0,10,23
"VonPebbles, M.",CHI,1,10,0,0,10,23
"Bayley Jr., B.",CHI,0,0,4,0,10,23
"Lesnar, B.",CHI,0,0,3,0,10,23
"Tucker Jr., P.",CHI,0,0,1,1,10,23
"Hank, F.",CHI,0,0,1,0,10,23
"Hayes, V.",CHI,0,0,1,0,10,23
"Tirtawidjaja, J.",CHI,0,0,1,0,10,23
