Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"McCringleberry, H.",BER,9,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,16,25
"Richards, E.",BER,7,0,1,0/0,1,1,0,0,0/0/0,0,0,0,0,16,25
"Blanco, B.",BER,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Jones, S.",BER,6,0,0,1/0,2,0,0,0,0/0/0,0,0,0,0,16,25
"Quinn, A.",BER,5,0,0,0/0,3,0,0,0,0/0/0,0,0,0,0,16,25
"Vassallo, S.",BER,5,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Krause, M.",BER,4,0,0,0/0,2,1,0,0,0/0/0,0,0,0,0,16,25
"Schell, A.",BER,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Miller II, C.",BER,1,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Steel, H.",BER,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"VonPebbles, M.",BER,1,0,1,0/1,0,0,0,0,0/0/0,1,0,0,0,16,25
"Blaylock, M.",NO,10,0,0,1/1,0,0,0,0,0/0/0,1,0,0,0,16,25
"Light, B.",NO,10,0,1,0/0,1,0,1,0,0/0/0,0,0,0,0,16,25
"Bode, Q.",NO,9,0,0,0/0,2,1,0,0,0/0/0,0,0,0,0,16,25
"Hexagon, L.",NO,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Rector, D.",NO,6,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,16,25
"Button, Q.",NO,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Simwell, L.",NO,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Toblerone, M.",NO,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Witten, A.",NO,3,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,16,25
"Rikiya, M.",NO,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
"Ranger, A.",NO,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,16,25
