Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Moore, S.",AZ,6,63,10.5,19,0,2,14
"Willie, T.",AZ,5,80,16,30,0,2,14
"Hardwick, S.",AZ,5,37,7.4,12,1,2,14
"Rudd, E.",AZ,3,19,6.3,11,0,2,14
"Hasselhoff, F.",AZ,1,7,7,7,0,2,14
"Gore, B.",AZ,1,3,3,3,0,2,14
"Goomba, M.",AZ,1,0,0,0,0,2,14
"Oles, K.",SJS,5,102,20.4,59,1,2,14
"Brannigan, Z.",SJS,5,33,6.6,9,1,2,14
"Orosz, C.",SJS,4,15,3.8,9,0,2,14
"Justice, T.",SJS,3,44,14.7,18,1,2,14
"Flash, X.",SJS,2,26,13,18,0,2,14
"Canton, J.",SJS,1,35,35,35,1,2,14
"Williams, R.",SJS,1,5,5,5,0,2,14
"Bot, B.",SJS,1,1,1,1,0,2,14
