Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Showbiz, G.",OCO,9,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Grievous, L.",OCO,6,0,1,0/0,2,0,0,0,"[0, 0, 0]"
"Abernathy, K.",OCO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lattimer, A.",OCO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Biggums, T.",OCO,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Schneider, D.",OCO,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Skarsgard, T.",OCO,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Mbanefo, K.",OCO,3,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Storm, J.",OCO,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Slothface, J.",NO,7,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Rector, D.",NO,5,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Ridley, X.",NO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Swift, T.",NO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Taylor, D.",NO,5,0,0,1/1,1,0,0,0,"[0, 0, 0]"
"Andrews, J.",NO,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Faux, B.",NO,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Ironside, B.",NO,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Rax, L.",NO,4,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bode, Q.",NO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Stokeley, G.",NO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
