Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Jones, D.",OCO,12,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Biggums, T.",OCO,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Dream, K.",OCO,7,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Eagle, R.",OCO,6,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Lattimer, A.",OCO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Abernathy, K.",OCO,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Grievous, L.",OCO,4,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Vegeta, P.",OCO,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Boucher, B.",OCO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Skarsgard, T.",OCO,2,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Edd, B.",OCO,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Harris, C.",SJS,9,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Brackenridge, T.",SJS,8,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Deck, I.",SJS,5,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Staley, T.",SJS,4,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Sweets, C.",SJS,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Bass, L.",SJS,3,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"PickSix, H.",SJS,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Allen, O.",SJS,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Fisher, G.",SJS,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
